u,v,key,osmid,name,highway,oneway,reversed,length,rfid_c,rfid,avgspeed,time,EV1_ma,EV1_fr,dam_EV1_HZ_segments,dam_EV1_HZ,lanes,ref,maxspeed,junction,access
96578055,96578056,0,444454376,2nd Avenue North,residential,False,True,108.29800000000002,"[1376, 1378, 2562, 171, 2190, 2192, 2225, 1211, 2556, 1213, 1215]",155,44.0,0.002,2.0399999618530273,1.0,"[406.89, 348.24, 674.24, 877.77, 574.17, 2614.88, 341.82, 557.83, 828.82, 1175.71, 1637.58]",10037.95,nan,nan,nan,nan,nan
96578055,96634587,0,683228866,2nd Street North,residential,False,True,106.452,"[2156, 2542, 2160, 2162, 2552, 479]",442,40.0,0.003,1.940000057220459,1.0,"[1265.69, 2424.03, 2642.98, 1539.98, 1118.82, 836.19]",9827.69,nan,nan,25 mph,nan,nan
96578055,96762604,0,683228866,2nd Street North,residential,False,False,103.769,"[931, 2547, 2197, 2549, 2199, 2201]",828,40.0,0.003,1.899999976158142,1.0,"[705.31, 4048.23, 1867.63, 944.56, 1208.39, 698.93]",9473.05,nan,nan,25 mph,nan,nan
96578056,96632078,0,10874185,3rd Street North,primary,True,False,106.01,"[2216, 170, 2211]",154,56.0,0.002,1.9199999570846558,1.0,"[5023.23, 7923.05, 3123.2]",16069.48,2,FL A1A,35 mph,nan,nan
96578056,96632075,0,10874185,3rd Street North,primary,True,False,105.733,428,391,56.0,0.002,1.9800000190734863,1.0,[16095.82],16095.82,2,FL A1A,35 mph,nan,nan
96578057,96578058,0,351754106,2nd Avenue North,residential,False,True,106.786,179,162,44.0,0.002,1.909999966621399,1.0,[9602.2],9602.2,nan,nan,nan,nan,nan
96578057,2922706573,0,351754106,2nd Avenue North,residential,False,False,107.694,1259,991,44.0,0.002,2.0,1.0,[10144.78],10144.78,nan,nan,nan,nan,nan
96578057,96620163,0,10873111,North 4th Street,residential,False,True,103.26599999999999,"[2307, 287]",263,44.0,0.002,2.009999990463257,1.0,"[5239.24, 4592.74]",9831.98,nan,nan,nan,nan,nan
96578057,96620160,0,10873111,North 4th Street,residential,False,False,105.263,"[282, 2265, 2298, 2267, 2301]",258,44.0,0.002,1.9900000095367432,1.0,"[1480.89, 1918.88, 4871.97, 1282.66, 348.99]",9903.39,nan,nan,nan,nan,nan
96578058,96634592,0,351669862,North 5th Street,residential,False,False,105.225,482,444,44.0,0.002,1.5499999523162842,1.0,[8523.22],8523.22,nan,nan,nan,nan,nan
96578058,96578060,0,351754106,2nd Avenue North,residential,False,True,106.836,183,167,44.0,0.002,1.5499999523162842,1.0,[8069.93],8069.93,nan,nan,nan,nan,nan
96578058,96832597,0,351669862,North 5th Street,residential,False,True,103.357,"[2284, 2286, 1071]",936,44.0,0.002,1.590000033378601,1.0,"[1387.59, 5369.24, 1484.01]",8240.84,nan,nan,nan,nan,nan
96578060,96766572,0,10883745,North 6th Street,residential,False,True,103.156,941,837,44.0,0.002,1.1399999856948853,1.0,[6789.73],6789.73,nan,nan,nan,nan,nan
96578060,96634594,0,10883745,North 6th Street,residential,False,False,104.784,486,448,44.0,0.002,1.3600000143051147,1.0,[7144.32],7144.32,nan,nan,nan,nan,nan
96578060,96578061,0,351754106,2nd Avenue North,residential,False,True,106.33,187,168,44.0,0.002,1.25,1.0,[6897.84],6897.84,nan,nan,nan,nan,nan
96578061,96772158,0,10884265,7th Street North,residential,False,True,105.449,"[2276, 974]",871,44.0,0.002,1.25,1.0,"[3499.37, 2487.37]",5986.74,nan,nan,nan,nan,nan
96578061,96634596,0,10884265,7th Street North,residential,False,False,104.32,"[490, 2652, 2102]",453,44.0,0.002,1.399999976158142,1.0,"[3183.37, 177.97, 4380.46]",7741.8,nan,nan,nan,nan,nan
96578061,96578062,0,351754106,2nd Avenue North,residential,False,True,105.514,"[2272, 2274, 2278, 2707, 191]",175,44.0,0.002,1.3300000429153442,1.0,"[910.39, 2282.35, 756.25, 2487.31, 837.12]",7273.42,nan,nan,nan,nan,nan
96578062,96723852,0,10880336,North 8th Street,residential,False,True,104.693,839,766,44.0,0.002,1.5,1.0,[7650.96],7650.96,nan,nan,nan,nan,nan
96578062,96578063,0,351754106,2nd Avenue North,residential,False,True,107.833,195,178,44.0,0.002,1.3300000429153442,1.0,[7152.35],7152.35,nan,nan,nan,nan,nan
96578062,96634597,0,10880336,North 8th Street,residential,False,False,104.908,"[2708, 494]",457,44.0,0.002,1.3300000429153442,1.0,"[3219.33, 3969.9]",7189.23,nan,nan,nan,nan,nan
96578063,96631228,0,10874111,North 9th Street,residential,False,True,104.07,409,373,44.0,0.002,0.9399999976158142,1.0,[4429.3],4429.3,nan,nan,nan,nan,nan
96578063,96578064,0,351754106,2nd Avenue North,residential,False,True,106.065,199,182,44.0,0.002,0.9399999976158142,1.0,[4828.5],4828.5,nan,nan,nan,nan,nan
96578063,96631227,0,10874111,North 9th Street,residential,False,False,104.157,"[2700, 404]",368,44.0,0.002,0.9399999976158142,1.0,"[2937.84, 1925.69]",4863.53,nan,nan,nan,nan,nan
96578064,96791302,0,10886114,North 10th Street,residential,False,True,103.268,1008,899,56.0,0.002,0.5299999713897705,1.0,[2943.14],2943.14,2,nan,35 mph,nan,nan
96578064,96634599,0,10886114,North 10th Street,residential,False,False,103.493,498,459,56.0,0.002,0.6499999761581421,1.0,[3546.63],3546.63,2,nan,35 mph,nan,nan
96578064,96578066,0,351754106,2nd Avenue North,residential,False,True,93.783,"[2705, 203, 2101]",187,44.0,0.002,0.5600000023841858,1.0,"[904.64, 511.89, 1784.29]",3200.82,nan,nan,nan,nan,nan
96578066,96791343,0,10886116,11th Street North,residential,False,True,97.986,1017,908,44.0,0.002,0.4699999988079071,0.7574154818024457,[1329.71],1329.71,nan,nan,nan,nan,nan
96578066,96634605,0,10886116,11th Street North,residential,False,False,82.891,504,463,44.0,0.002,0.5299999713897705,1.0,[2271.97],2271.97,nan,nan,nan,nan,nan
96578066,96653908,0,"[10875608, 351754106]","['2nd Avenue North', 'Palm Tree Road']",residential,False,True,384.59,"[2713, 562, 205]",515,44.0,0.009,1.1799999475479126,1.0,"[1636.86, 3726.9, 13377.03]",18740.79,nan,nan,nan,nan,nan
96578247,96832915,0,444454367,1st Street South,tertiary,False,True,103.35300000000001,"[1755, 1765, 1078, 1767]",943,50.0,0.002,2.4800000190734863,1.0,"[1235.43, 4965.12, 2755.09, 3594.52]",12550.16,2,nan,nan,nan,nan
96578247,96635103,0,444454367,1st Street South,tertiary,False,False,103.57,"[1768, 1762, 507]",468,50.0,0.002,2.369999885559082,1.0,"[2818.98, 3318.41, 5815.98]",11953.37,2,nan,nan,nan,nan
96578248,2922788763,0,122483550,2nd Avenue South,residential,False,False,18.535,1318,1051,44.0,0.0,1.9299999475479126,1.0,[1708.93],1708.93,nan,nan,nan,nan,nan
96578248,96632602,0,10874232,3rd Street South,primary,True,False,103.874,"[1896, 209, 1899, 2828]",192,56.0,0.002,2.2699999809265137,1.0,"[4131.41, 1118.15, 2805.03, 8955.72]",17010.31,2,FL A1A,35 mph,nan,nan
96578248,96578249,0,122483550,2nd Avenue South,residential,False,True,105.454,"[1851, 1895, 2830, 1847, 1849, 215, 2683, 1853]",197,44.0,0.002,2.1600000858306885,1.0,"[1133.44, 593.58, 743.37, 3171.45, 1777.5, 1672.49, 757.61, 425.19]",10274.63,nan,nan,nan,nan,nan
96578248,96632600,0,10874232,3rd Street South,primary,True,False,104.455,"[1912, 441, 1915, 2832]",404,56.0,0.002,1.9800000190734863,1.0,"[7750.71, 3362.95, 2638.32, 2292.31]",16044.29,2,FL A1A,35 mph,nan,nan
96578249,96578250,0,122483550,2nd Avenue South,residential,False,True,105.664,219,200,44.0,0.002,2.0999999046325684,1.0,[9131.48],9131.48,nan,nan,nan,nan,nan
96578249,96755249,0,10882817,South 4th Street,residential,False,True,102.82499999999999,"[2681, 919]",819,44.0,0.002,2.309999942779541,1.0,"[3447.94, 7066.23]",10514.17,nan,nan,nan,nan,nan
96578249,96635105,0,10882817,South 4th Street,residential,False,False,106.38,"[2825, 1844, 509]",470,44.0,0.002,2.0999999046325684,1.0,"[1258.95, 3875.41, 4627.08]",9761.44,nan,nan,nan,nan,nan
96578250,96635107,0,10876469,South 5th Street,residential,False,False,105.0,513,474,44.0,0.002,1.3700000047683716,1.0,[7128.45],7128.45,nan,nan,nan,nan,nan
96578250,96578251,0,122483550,2nd Avenue South,residential,False,True,107.629,223,205,44.0,0.002,1.2699999809265137,1.0,[7261.94],7261.94,nan,nan,nan,nan,nan
96578250,96665467,0,10876469,South 5th Street,residential,False,True,103.06700000000001,"[675, 2685]",616,44.0,0.002,1.4199999570846558,1.0,"[4301.85, 2809.18]",7111.03,nan,nan,nan,nan,nan
96578251,96716413,0,10879843,South 6th Street,residential,False,True,104.823,812,739,44.0,0.002,1.2799999713897705,1.0,[7166.75],7166.75,nan,nan,nan,nan,nan
96578251,96635109,0,10879843,South 6th Street,residential,False,False,104.136,517,478,44.0,0.002,1.100000023841858,1.0,[5955.94],5955.94,nan,nan,nan,nan,nan
96578251,96578252,0,122483550,2nd Avenue South,residential,False,True,106.15,227,208,44.0,0.002,1.350000023841858,1.0,[7562.34],7562.34,nan,nan,nan,nan,nan
96578252,96772623,0,10884324,7th Street South,residential,False,True,103.719,996,890,44.0,0.002,1.350000023841858,1.0,[7402.42],7402.42,nan,nan,nan,nan,nan
96578252,96578253,0,122483550,2nd Avenue South,residential,False,True,105.481,231,213,44.0,0.002,1.3300000429153442,1.0,[6927.39],6927.39,nan,nan,nan,nan,nan
96578252,96635111,0,10884324,7th Street South,residential,False,False,106.827,"[1872, 521, 1870]",483,44.0,0.002,1.3300000429153442,1.0,"[1031.54, 1679.74, 4850.01]",7561.29,nan,nan,nan,nan,nan
96578253,96748245,0,10894908,South 8th Street,residential,False,True,50.76,868,785,44.0,0.001,0.8899999856948853,1.0,[2868.74],2868.74,nan,nan,nan,nan,nan
96578253,96635112,0,10894908,South 8th Street,residential,False,False,105.176,525,486,44.0,0.002,0.949999988079071,1.0,[6075.39],6075.39,nan,nan,nan,nan,nan
96578253,96578254,0,122483550,2nd Avenue South,residential,False,True,108.962,235,217,44.0,0.002,0.8799999952316284,1.0,[4519.53],4519.53,nan,nan,nan,nan,nan
96578254,96748248,0,10884136,South 9th Street,tertiary,False,True,52.423,871,788,50.0,0.001,0.25999999046325684,1.0,[791.26],791.26,2,nan,nan,nan,nan
96578254,96635115,0,10884136,South 9th Street,tertiary,False,False,106.432,529,490,50.0,0.002,0.33000001311302185,1.0,[2313.87],2313.87,2,nan,nan,nan,nan
96578254,96578255,0,122483550,2nd Avenue South,residential,False,True,105.393,239,221,44.0,0.002,0.25999999046325684,0.5830883760059363,[829.62],829.62,nan,nan,nan,nan,nan
96578255,96700805,0,10878786,10th Street South,residential,False,True,101.927,771,703,44.0,0.002,0.0,0.0,[nan],0.0,2,nan,nan,nan,nan
96578255,96635116,0,10878786,10th Street South,residential,False,False,106.078,533,494,44.0,0.002,0.0,0.0,[nan],0.0,2,nan,nan,nan,nan
96578255,96578256,0,122483550,2nd Avenue South,residential,False,True,55.538,242,222,44.0,0.001,0.0,0.0,[nan],0.0,nan,nan,nan,nan,nan
96578256,96635116,0,"[10886160, 288720070]","['1st Avenue South', '11th Street South']",residential,False,False,162.015,"[537, 535]",497,44.0,0.004,0.0,0.0,"[nan, nan]",0.0,nan,nan,nan,nan,nan
96578256,4332196521,0,"[10888741, 122483550]","['2nd Avenue South', 'South 11th Street']",residential,False,True,66.761,"[1961, 244]",1082,44.0,0.002,0.0,0.0,"[nan, nan]",0.0,nan,nan,nan,nan,nan
96615416,96615417,0,10872690,14th Avenue South,residential,False,True,102.515,251,229,44.0,0.002,1.1100000143051147,1.0,[4624.82],4624.82,nan,nan,nan,nan,nan
96615416,96770943,0,"[10887552, 10878787]","['10th Street South', '15th Avenue South']",residential,False,"[False, True]",201.761,"[971, 790, 2398, 1054]",867,44.0,0.005,1.190000057220459,1.0,"[165.45, 5781.59, 3710.09, 666.22]",10323.35,nan,nan,nan,nan,nan
96615417,96615418,0,10872690,14th Avenue South,residential,False,True,107.53,255,233,44.0,0.002,0.7400000095367432,1.0,[2854.92],2854.92,nan,nan,nan,nan,nan
96615417,96770943,0,10884136,South 9th Street,tertiary,False,True,104.276,970,865,50.0,0.002,0.3799999952316284,1.0,[2463.52],2463.52,2,nan,nan,nan,nan
96615417,96755022,0,10884136,South 9th Street,tertiary,False,False,105.262,883,790,50.0,0.002,0.6600000262260437,1.0,[4591.04],4591.04,2,nan,nan,nan,nan
96615418,96615419,0,10872690,14th Avenue South,residential,False,True,105.645,259,237,44.0,0.002,0.800000011920929,1.0,[3961.69],3961.69,nan,nan,nan,nan,nan
96615418,96808783,0,85691270,South 8th Street,residential,False,True,104.054,1053,922,44.0,0.002,0.7400000095367432,0.7911553309878812,[2105.4],2105.4,nan,nan,nan,nan,nan
96615418,96755023,0,85691270,South 8th Street,residential,False,False,102.493,888,795,44.0,0.002,1.1299999952316284,1.0,[5085.94],5085.94,nan,nan,nan,nan,nan
96615419,96615420,0,10872690,14th Avenue South,residential,False,True,107.025,263,240,44.0,0.002,1.5099999904632568,1.0,[7022.83],7022.83,nan,nan,nan,nan,nan
96615419,96772614,0,85691281,7th Street South,residential,False,True,104.638,990,885,44.0,0.002,1.0499999523162842,1.0,[4678.66],4678.66,nan,nan,nan,nan,nan
96615419,96755027,0,85691281,7th Street South,residential,False,False,102.989,892,799,44.0,0.002,0.9599999785423279,1.0,[5409.54],5409.54,nan,nan,nan,nan,nan
96615420,96716409,0,85691282,South 6th Street,residential,False,True,105.039,806,733,44.0,0.002,1.9800000190734863,1.0,[9075.37],9075.37,nan,nan,nan,nan,nan
96615420,96716408,0,85691282,South 6th Street,residential,False,False,103.909,801,727,44.0,0.002,1.7000000476837158,1.0,[8513.26],8513.26,nan,nan,nan,nan,nan
96615420,96615422,0,"[10872690, 707606486]",14th Avenue South,residential,False,True,212.072,"[2388, 269]",247,44.0,0.005,2.680000066757202,1.0,"[10508.56, 11828.64]",22337.2,nan,nan,nan,nan,nan
96615422,96755244,0,10882814,South 4th Street,residential,False,True,105.414,"[913, 1475]",815,44.0,0.002,2.6500000953674316,1.0,"[2537.23, 8854.85]",11392.08,nan,nan,nan,nan,nan
96615422,96755038,0,10882814,South 4th Street,residential,False,False,104.86200000000001,"[1536, 1529, 893, 2654]",800,44.0,0.002,2.7899999618530273,1.0,"[3809.0, 2800.02, 1990.73, 3252.92]",11852.67,nan,nan,nan,nan,nan
96615422,96615423,0,707606486,14th Avenue South,residential,False,True,105.631,"[272, 2844, 1532, 1480]",250,44.0,0.002,2.9100000858306885,1.0,"[810.45, 5313.47, 1402.1, 4440.87]",11966.89,nan,nan,nan,nan,nan
96615423,2922788751,0,707606486,14th Avenue South,residential,False,True,17.904,1284,1015,44.0,0.0,2.5999999046325684,1.0,[1957.8],1957.8,nan,nan,nan,nan,nan
96615423,96632616,0,10874232,3rd Street South,primary,True,False,105.71700000000001,"[1481, 1478, 270]",249,56.0,0.002,2.5999999046325684,1.0,"[7042.66, 4003.94, 7989.66]",19036.26,2,FL A1A,35 mph,nan,nan
96615423,96632615,0,10874232,3rd Street South,primary,True,False,104.00299999999999,"[1542, 1543, 467, 1533, 2847]",431,56.0,0.002,2.5999999046325684,1.0,"[3318.08, 3361.88, 1539.93, 8267.16, 2407.35]",18894.4,2,FL A1A,35 mph,nan,nan
96615424,96808777,0,444454367,1st Street South,tertiary,False,True,104.949,"[1144, 1049, 1146, 1632]",918,50.0,0.002,2.200000047683716,1.0,"[5339.8, 804.93, 833.21, 5176.77]",12154.71,2,nan,nan,nan,nan
96615424,96755052,0,444454367,1st Street South,tertiary,False,False,103.97099999999999,"[898, 1639, 1513, 1515, 1517, 1519, 1147]",805,50.0,0.002,2.490000009536743,1.0,"[2567.54, 1458.96, 1828.82, 2632.6, 1101.22, 2280.88, 793.86]",12663.88,2,nan,nan,nan,nan
96620159,96669949,0,10876762,Pablo Avenue,residential,False,True,106.425,682,621,44.0,0.002,1.899999976158142,1.0,[9910.3],9910.3,nan,nan,nan,nan,nan
96620159,96620160,0,10873111,North 4th Street,residential,False,True,105.07900000000001,"[2113, 283, 2132]",259,44.0,0.002,1.9900000095367432,1.0,"[3795.77, 4219.89, 2011.12]",10026.78,nan,nan,nan,nan,nan
96620159,2124932338,0,10873111,North 4th Street,residential,False,False,69.619,"[1240, 2785, 2771]",979,44.0,0.002,2.0199999809265137,1.0,"[1355.63, 1169.14, 4048.75]",6573.52,nan,nan,nan,nan,nan
96620159,2922706570,0,10876762,Pablo Avenue,residential,False,False,107.21700000000001,"[1252, 2121, 2123, 2126, 2128]",986,44.0,0.002,1.8899999856948853,1.0,"[1979.89, 1101.25, 1798.48, 1763.8, 3101.38]",9744.8,nan,nan,nan,nan,nan
96620160,96634592,0,10874354,1st Avenue North,residential,False,True,107.591,"[481, 2115, 2270, 2119]",445,44.0,0.002,1.9700000286102295,1.0,"[1152.84, 1274.9, 5954.92, 1259.26]",9641.92,nan,nan,nan,nan,nan
96620160,2922706572,0,10874354,1st Avenue North,residential,False,False,108.50900000000001,"[2303, 1255]",989,44.0,0.002,1.9700000286102295,1.0,"[6913.02, 3287.14]",10200.16,nan,nan,nan,nan,nan
96620163,96620164,0,10873111,North 4th Street,residential,False,True,105.19800000000001,"[291, 2294]",267,44.0,0.002,2.0299999713897705,1.0,"[5040.65, 5067.05]",10107.7,nan,nan,nan,nan,nan
96620163,96832597,0,444454418,3rd Avenue North,residential,False,True,106.33,"[2288, 1073, 2290]",938,44.0,0.002,2.009999990463257,1.0,"[1299.49, 1296.66, 6915.64]",9511.79,nan,nan,nan,nan,nan
96620163,2922706574,0,444454418,3rd Avenue North,residential,False,False,107.982,"[2309, 2018, 1261]",994,44.0,0.002,2.059999942779541,1.0,"[851.03, 5066.36, 4618.58]",10535.97,nan,nan,nan,nan,nan
96620164,96620166,0,10873111,North 4th Street,residential,False,True,104.706,"[2711, 2313, 2759, 295]",272,44.0,0.002,2.0,1.0,"[1900.43, 5160.06, 1007.91, 1979.51]",10047.91,nan,nan,nan,nan,nan
96620164,2922706575,0,83634153,4th Avenue North,residential,False,True,107.377,"[2315, 2317, 1263]",996,44.0,0.002,2.059999942779541,1.0,"[6281.87, 732.42, 3294.19]",10308.48,2,nan,nan,nan,nan
96620164,96624765,0,83634153,4th Avenue North,residential,False,False,106.427,"[2320, 337]",303,44.0,0.002,1.9500000476837158,1.0,"[5826.92, 3522.54]",9349.46,2,nan,nan,nan,nan
96620166,96824616,0,444563942,5th Avenue North,residential,False,True,105.888,1061,926,44.0,0.002,2.0199999809265137,1.0,[9951.35],9951.35,nan,nan,nan,nan,nan
96620166,96620167,0,10873111,North 4th Street,residential,False,True,104.12299999999999,"[299, 2324]",276,44.0,0.002,1.899999976158142,1.0,"[4271.51, 4844.31]",9115.82,nan,nan,nan,nan,nan
96620166,4420292085,0,444563942,5th Avenue North,residential,False,False,108.145,"[2241, 1234, 2330, 2318]",1106,44.0,0.002,2.0,1.0,"[1078.69, 3775.5, 4515.2, 971.75]",10341.14,nan,nan,nan,nan,nan
96620167,96661709,0,10876164,6th Avenue North,residential,False,True,106.638,589,540,44.0,0.002,1.6799999475479126,1.0,[9027.97],9027.97,nan,nan,nan,nan,nan
96620167,96620168,0,10873111,North 4th Street,residential,False,True,104.868,"[2729, 303]",280,44.0,0.002,1.590000033378601,1.0,"[4291.24, 4186.17]",8477.41,nan,nan,nan,nan,nan
96620167,2922706577,0,10876164,6th Avenue North,residential,False,False,107.713,"[2337, 2339, 1267, 2325, 2328]",1001,44.0,0.002,2.049999952316284,1.0,"[1751.63, 2442.06, 1808.4, 3356.23, 475.51]",9833.83,nan,nan,nan,nan,nan
96620168,96699059,0,10878701,7th Avenue North,residential,False,True,106.529,725,664,44.0,0.002,1.25,1.0,[7476.97],7476.97,nan,nan,nan,nan,nan
96620168,96620170,0,10873111,North 4th Street,residential,False,True,103.67599999999999,"[2344, 307]",284,44.0,0.002,1.2999999523162842,1.0,"[3592.61, 3463.56]",7056.17,nan,nan,nan,nan,nan
96620168,2922706578,0,10878701,7th Avenue North,residential,False,False,108.13799999999999,"[2332, 1270, 2335]",1004,44.0,0.002,1.909999966621399,1.0,"[5577.56, 1959.43, 1478.63]",9015.62,nan,nan,nan,nan,nan
96620170,4430763918,0,10873111,North 4th Street,residential,False,True,21.739,2353,1107,44.0,0.0,1.2999999523162842,1.0,[1503.09],1503.09,nan,nan,nan,nan,nan
96620170,96908608,0,83591046,8th Avenue North,residential,False,True,105.998,1106,953,44.0,0.002,1.2999999523162842,1.0,[6705.43],6705.43,2,nan,nan,nan,nan
96620170,2922706579,0,83591046,8th Avenue North,residential,False,False,107.21900000000001,"[1273, 2354]",1008,44.0,0.002,2.0199999809265137,1.0,"[2429.99, 5964.77]",8394.76,2,nan,nan,nan,nan
96624006,96624008,0,10873483,Upper 8th Avenue South,residential,False,True,198.593,320,289,44.0,0.005,2.2100000381469727,1.0,[19803.82],19803.82,nan,nan,nan,nan,nan
96624006,96755224,0,10882814,South 4th Street,residential,False,True,25.267,901,808,44.0,0.001,2.180000066757202,1.0,[2553.07],2553.07,nan,nan,nan,nan,nan
96624006,96699491,0,10882814,South 4th Street,residential,False,False,78.34,749,685,44.0,0.002,2.1600000858306885,1.0,[7551.98],7551.98,nan,nan,nan,nan,nan
96624008,96665460,0,10876468,South 5th Street,residential,False,True,76.552,668,607,44.0,0.002,2.1500000953674316,1.0,[7597.79],7597.79,nan,nan,nan,nan,nan
96624008,96665459,0,10876468,South 5th Street,residential,False,False,77.86,664,603,44.0,0.002,2.200000047683716,1.0,[7815.2],7815.2,nan,nan,nan,nan,nan
96624761,96624763,0,683228867,4th Avenue North,residential,False,False,106.44900000000001,"[2594, 332, 2228, 2616, 2205]",296,44.0,0.002,1.8799999952316284,1.0,"[982.5, 613.36, 1551.86, 5697.19, 619.19]",9464.1,2,nan,nan,nan,nan
